,Zip,Locality,Commune,CommuneFSO,District,DistrictFSO,Canton,CantonFSO,Language
0,8914,Aeugst am Albis,Aeugst am Albis,1,Bezirk Affoltern,101,ZH,1,de
1,8914,Aeugstertal,Aeugst am Albis,1,Bezirk Affoltern,101,ZH,1,de
2,8909,Zwillikon,Affoltern am Albis,2,Bezirk Affoltern,101,ZH,1,de
3,8910,Affoltern am Albis,Affoltern am Albis,2,Bezirk Affoltern,101,ZH,1,de
4,8906,Bonstetten,Bonstetten,3,Bezirk Affoltern,101,ZH,1,de
5,8915,Hausen am Albis,Hausen am Albis,4,Bezirk Affoltern,101,ZH,1,de
6,8925,Ebertswil,Hausen am Albis,4,Bezirk Affoltern,101,ZH,1,de
7,8908,Hedingen,Hedingen,5,Bezirk Affoltern,101,ZH,1,de
8,8926,Kappel am Albis,Kappel am Albis,6,Bezirk Affoltern,101,ZH,1,de
9,8926,Hauptikon,Kappel am Albis,6,Bezirk Affoltern,101,ZH,1,de
10,8926,Uerzlikon,Kappel am Albis,6,Bezirk Affoltern,101,ZH,1,de
11,8934,Knonau,Knonau,7,Bezirk Affoltern,101,ZH,1,de
12,8933,Maschwanden,Maschwanden,8,Bezirk Affoltern,101,ZH,1,de
13,8932,Mettmenstetten,Mettmenstetten,9,Bezirk Affoltern,101,ZH,1,de
14,8912,Obfelden,Obfelden,10,Bezirk Affoltern,101,ZH,1,de
15,8913,Ottenbach,Ottenbach,11,Bezirk Affoltern,101,ZH,1,de
16,8911,Rifferswil,Rifferswil,12,Bezirk Affoltern,101,ZH,1,de
17,8143,Stallikon,Stallikon,13,Bezirk Affoltern,101,ZH,1,de
18,8143,Uetliberg,Stallikon,13,Bezirk Affoltern,101,ZH,1,de
19,8907,Wettswil,Wettswil am Albis,14,Bezirk Affoltern,101,ZH,1,de
20,8452,Adlikon b. Andelfingen,Adlikon,21,Bezirk Andelfingen,102,ZH,1,de
21,8463,Benken ZH,Benken (ZH),22,Bezirk Andelfingen,102,ZH,1,de
22,8415,Berg am Irchel,Berg am Irchel,23,Bezirk Andelfingen,102,ZH,1,de
23,8415,Gräslikon,Berg am Irchel,23,Bezirk Andelfingen,102,ZH,1,de
24,8414,Buch am Irchel,Buch am Irchel,24,Bezirk Andelfingen,102,ZH,1,de
25,8447,Dachsen,Dachsen,25,Bezirk Andelfingen,102,ZH,1,de
26,8458,Dorf,Dorf,26,Bezirk Andelfingen,102,ZH,1,de
27,8245,Feuerthalen,Feuerthalen,27,Bezirk Andelfingen,102,ZH,1,de
28,8246,Langwiesen,Feuerthalen,27,Bezirk Andelfingen,102,ZH,1,de
29,8416,Flaach,Flaach,28,Bezirk Andelfingen,102,ZH,1,de
30,8247,Flurlingen,Flurlingen,29,Bezirk Andelfingen,102,ZH,1,de
31,8450,Andelfingen,Andelfingen,30,Bezirk Andelfingen,102,ZH,1,de
32,8444,Henggart,Henggart,31,Bezirk Andelfingen,102,ZH,1,de
33,8457,Humlikon,Humlikon,32,Bezirk Andelfingen,102,ZH,1,de
34,8451,Kleinandelfingen,Kleinandelfingen,33,Bezirk Andelfingen,102,ZH,1,de
35,8453,Alten,Kleinandelfingen,33,Bezirk Andelfingen,102,ZH,1,de
36,8461,Oerlingen,Kleinandelfingen,33,Bezirk Andelfingen,102,ZH,1,de
37,8212,Nohl,Laufen-Uhwiesen,34,Bezirk Andelfingen,102,ZH,1,de
38,8248,Uhwiesen,Laufen-Uhwiesen,34,Bezirk Andelfingen,102,ZH,1,de
39,8460,Marthalen,Marthalen,35,Bezirk Andelfingen,102,ZH,1,de
40,8464,Ellikon am Rhein,Marthalen,35,Bezirk Andelfingen,102,ZH,1,de
41,8475,Ossingen,Ossingen,37,Bezirk Andelfingen,102,ZH,1,de
42,8462,Rheinau,Rheinau,38,Bezirk Andelfingen,102,ZH,1,de
43,8478,Thalheim an der Thur,Thalheim an der Thur,39,Bezirk Andelfingen,102,ZH,1,de
44,8465,Rudolfingen,Trüllikon,40,Bezirk Andelfingen,102,ZH,1,de
45,8465,Wildensbuch,Trüllikon,40,Bezirk Andelfingen,102,ZH,1,de
46,8466,Trüllikon,Trüllikon,40,Bezirk Andelfingen,102,ZH,1,de
47,8467,Truttikon,Truttikon,41,Bezirk Andelfingen,102,ZH,1,de
48,8459,Volken,Volken,43,Bezirk Andelfingen,102,ZH,1,de
49,8184,Bachenbülach,Bachenbülach,51,Bezirk Bülach,103,ZH,1,de
50,8303,Bassersdorf,Bassersdorf,52,Bezirk Bülach,103,ZH,1,de
51,8180,Bülach,Bülach,53,Bezirk Bülach,103,ZH,1,de
52,8305,Dietlikon,Dietlikon,54,Bezirk Bülach,103,ZH,1,de
53,8193,Eglisau,Eglisau,55,Bezirk Bülach,103,ZH,1,de
54,8424,Embrach,Embrach,56,Bezirk Bülach,103,ZH,1,de
55,8427,Freienstein,Freienstein-Teufen,57,Bezirk Bülach,103,ZH,1,de
56,8428,Teufen ZH,Freienstein-Teufen,57,Bezirk Bülach,103,ZH,1,de
57,8192,Glattfelden,Glattfelden,58,Bezirk Bülach,103,ZH,1,de
58,8192,Zweidlen,Glattfelden,58,Bezirk Bülach,103,ZH,1,de
59,8182,Hochfelden,Hochfelden,59,Bezirk Bülach,103,ZH,1,de
60,8181,Höri,Höri,60,Bezirk Bülach,103,ZH,1,de
61,8194,Hüntwangen,Hüntwangen,61,Bezirk Bülach,103,ZH,1,de
62,8302,Kloten,Kloten,62,Bezirk Bülach,103,ZH,1,de
63,8426,Lufingen,Lufingen,63,Bezirk Bülach,103,ZH,1,de
64,8309,Nürensdorf,Nürensdorf,64,Bezirk Bülach,103,ZH,1,de
65,8425,Oberembrach,Oberembrach,65,Bezirk Bülach,103,ZH,1,de
66,8152,Glattbrugg,Opfikon,66,Bezirk Bülach,103,ZH,1,de
67,8152,Opfikon,Opfikon,66,Bezirk Bülach,103,ZH,1,de
68,8152,Glattpark (Opfikon),Opfikon,66,Bezirk Bülach,103,ZH,1,de
69,8197,Rafz,Rafz,67,Bezirk Bülach,103,ZH,1,de
70,8427,Rorbas,Rorbas,68,Bezirk Bülach,103,ZH,1,de
71,8304,Wallisellen,Wallisellen,69,Bezirk Bülach,103,ZH,1,de
72,8195,Wasterkingen,Wasterkingen,70,Bezirk Bülach,103,ZH,1,de
73,8196,Wil ZH,Wil (ZH),71,Bezirk Bülach,103,ZH,1,de
74,8185,Winkel,Winkel,72,Bezirk Bülach,103,ZH,1,de
75,8164,Bachs,Bachs,81,Bezirk Dielsdorf,104,ZH,1,de
76,8113,Boppelsen,Boppelsen,82,Bezirk Dielsdorf,104,ZH,1,de
77,8107,Buchs ZH,Buchs (ZH),83,Bezirk Dielsdorf,104,ZH,1,de
78,8108,Dällikon,Dällikon,84,Bezirk Dielsdorf,104,ZH,1,de
79,8114,Dänikon ZH,Dänikon,85,Bezirk Dielsdorf,104,ZH,1,de
80,8157,Dielsdorf,Dielsdorf,86,Bezirk Dielsdorf,104,ZH,1,de
81,8115,Hüttikon,Hüttikon,87,Bezirk Dielsdorf,104,ZH,1,de
82,8173,Neerach,Neerach,88,Bezirk Dielsdorf,104,ZH,1,de
83,8172,Niederglatt ZH,Niederglatt,89,Bezirk Dielsdorf,104,ZH,1,de
84,8155,Niederhasli,Niederhasli,90,Bezirk Dielsdorf,104,ZH,1,de
85,8155,Nassenwil,Niederhasli,90,Bezirk Dielsdorf,104,ZH,1,de
86,8156,Oberhasli,Niederhasli,90,Bezirk Dielsdorf,104,ZH,1,de
87,8166,Niederweningen,Niederweningen,91,Bezirk Dielsdorf,104,ZH,1,de
88,8154,Oberglatt ZH,Oberglatt,92,Bezirk Dielsdorf,104,ZH,1,de
89,8165,Oberweningen,Oberweningen,93,Bezirk Dielsdorf,104,ZH,1,de
90,8112,Otelfingen,Otelfingen,94,Bezirk Dielsdorf,104,ZH,1,de
91,8158,Regensberg,Regensberg,95,Bezirk Dielsdorf,104,ZH,1,de
92,8105,Regensdorf,Regensdorf,96,Bezirk Dielsdorf,104,ZH,1,de
93,8105,Watt,Regensdorf,96,Bezirk Dielsdorf,104,ZH,1,de
94,8106,Adlikon b. Regensdorf,Regensdorf,96,Bezirk Dielsdorf,104,ZH,1,de
95,8153,Rümlang,Rümlang,97,Bezirk Dielsdorf,104,ZH,1,de
96,8165,Schleinikon,Schleinikon,98,Bezirk Dielsdorf,104,ZH,1,de
97,8165,Schöfflisdorf,Schöfflisdorf,99,Bezirk Dielsdorf,104,ZH,1,de
98,8174,Stadel b. Niederglatt,Stadel,100,Bezirk Dielsdorf,104,ZH,1,de
99,8175,Windlach,Stadel,100,Bezirk Dielsdorf,104,ZH,1,de
100,8162,Steinmaur,Steinmaur,101,Bezirk Dielsdorf,104,ZH,1,de
101,8162,Sünikon,Steinmaur,101,Bezirk Dielsdorf,104,ZH,1,de
102,8187,Weiach,Weiach,102,Bezirk Dielsdorf,104,ZH,1,de
103,8344,Bäretswil,Bäretswil,111,Bezirk Hinwil,105,ZH,1,de
104,8345,Adetswil,Bäretswil,111,Bezirk Hinwil,105,ZH,1,de
105,8608,Bubikon,Bubikon,112,Bezirk Hinwil,105,ZH,1,de
106,8633,Wolfhausen,Bubikon,112,Bezirk Hinwil,105,ZH,1,de
107,8632,Tann,Dürnten,113,Bezirk Hinwil,105,ZH,1,de
108,8635,Dürnten,Dürnten,113,Bezirk Hinwil,105,ZH,1,de
109,8496,Steg im Tösstal,Fischenthal,114,Bezirk Hinwil,105,ZH,1,de
110,8497,Fischenthal,Fischenthal,114,Bezirk Hinwil,105,ZH,1,de
111,8498,Gibswil,Fischenthal,114,Bezirk Hinwil,105,ZH,1,de
112,8614,Bertschikon (Gossau ZH),Gossau (ZH),115,Bezirk Hinwil,105,ZH,1,de
113,8624,Grüt (Gossau ZH),Gossau (ZH),115,Bezirk Hinwil,105,ZH,1,de
114,8625,Gossau ZH,Gossau (ZH),115,Bezirk Hinwil,105,ZH,1,de
115,8626,Ottikon (Gossau ZH),Gossau (ZH),115,Bezirk Hinwil,105,ZH,1,de
116,8627,Grüningen,Grüningen,116,Bezirk Hinwil,105,ZH,1,de
117,8340,Hinwil,Hinwil,117,Bezirk Hinwil,105,ZH,1,de
118,8342,Wernetshausen,Hinwil,117,Bezirk Hinwil,105,ZH,1,de
119,8630,Rüti ZH,Rüti (ZH),118,Bezirk Hinwil,105,ZH,1,de
120,8607,Aathal-Seegräben,Seegräben,119,Bezirk Hinwil,105,ZH,1,de
121,8636,Wald ZH,Wald (ZH),120,Bezirk Hinwil,105,ZH,1,de
122,8637,Laupen ZH,Wald (ZH),120,Bezirk Hinwil,105,ZH,1,de
123,8620,Wetzikon ZH,Wetzikon (ZH),121,Bezirk Hinwil,105,ZH,1,de
124,8623,Wetzikon ZH,Wetzikon (ZH),121,Bezirk Hinwil,105,ZH,1,de
125,8134,Adliswil,Adliswil,131,Bezirk Horgen,106,ZH,1,de
126,8802,Kilchberg ZH,Kilchberg (ZH),135,Bezirk Horgen,106,ZH,1,de
127,8135,Langnau am Albis,Langnau am Albis,136,Bezirk Horgen,106,ZH,1,de
128,8942,Oberrieden,Oberrieden,137,Bezirk Horgen,106,ZH,1,de
129,8805,Richterswil,Richterswil,138,Bezirk Horgen,106,ZH,1,de
130,8833,Samstagern,Richterswil,138,Bezirk Horgen,106,ZH,1,de
131,8803,Rüschlikon,Rüschlikon,139,Bezirk Horgen,106,ZH,1,de
132,8136,Gattikon,Thalwil,141,Bezirk Horgen,106,ZH,1,de
133,8800,Thalwil,Thalwil,141,Bezirk Horgen,106,ZH,1,de
134,8703,Erlenbach ZH,Erlenbach (ZH),151,Bezirk Meilen,107,ZH,1,de
135,8704,Herrliberg,Herrliberg,152,Bezirk Meilen,107,ZH,1,de
136,8634,Hombrechtikon,Hombrechtikon,153,Bezirk Meilen,107,ZH,1,de
137,8714,Feldbach,Hombrechtikon,153,Bezirk Meilen,107,ZH,1,de
138,8127,Forch,Küsnacht (ZH),154,Bezirk Meilen,107,ZH,1,de
139,8700,Küsnacht ZH,Küsnacht (ZH),154,Bezirk Meilen,107,ZH,1,de
140,8708,Männedorf,Männedorf,155,Bezirk Meilen,107,ZH,1,de
141,8706,Meilen,Meilen,156,Bezirk Meilen,107,ZH,1,de
142,8618,Oetwil am See,Oetwil am See,157,Bezirk Meilen,107,ZH,1,de
143,8712,Stäfa,Stäfa,158,Bezirk Meilen,107,ZH,1,de
144,8713,Uerikon,Stäfa,158,Bezirk Meilen,107,ZH,1,de
145,8707,Uetikon am See,Uetikon am See,159,Bezirk Meilen,107,ZH,1,de
146,8126,Zumikon,Zumikon,160,Bezirk Meilen,107,ZH,1,de
147,8125,Zollikerberg,Zollikon,161,Bezirk Meilen,107,ZH,1,de
148,8702,Zollikon,Zollikon,161,Bezirk Meilen,107,ZH,1,de
149,8320,Fehraltorf,Fehraltorf,172,Bezirk Pfäffikon,108,ZH,1,de
150,8335,Hittnau,Hittnau,173,Bezirk Pfäffikon,108,ZH,1,de
151,8310,Kemptthal,Lindau,176,Bezirk Pfäffikon,108,ZH,1,de
152,8310,Grafstal,Lindau,176,Bezirk Pfäffikon,108,ZH,1,de
153,8312,Winterberg ZH,Lindau,176,Bezirk Pfäffikon,108,ZH,1,de
154,8315,Lindau,Lindau,176,Bezirk Pfäffikon,108,ZH,1,de
155,8317,Tagelswangen,Lindau,176,Bezirk Pfäffikon,108,ZH,1,de
156,8330,Pfäffikon ZH,Pfäffikon,177,Bezirk Pfäffikon,108,ZH,1,de
157,8331,Auslikon,Pfäffikon,177,Bezirk Pfäffikon,108,ZH,1,de
158,8322,Madetswil,Russikon,178,Bezirk Pfäffikon,108,ZH,1,de
159,8322,Gündisau,Russikon,178,Bezirk Pfäffikon,108,ZH,1,de
160,8332,Russikon,Russikon,178,Bezirk Pfäffikon,108,ZH,1,de
161,8332,Rumlikon,Russikon,178,Bezirk Pfäffikon,108,ZH,1,de
162,8484,Weisslingen,Weisslingen,180,Bezirk Pfäffikon,108,ZH,1,de
163,8484,Neschwil,Weisslingen,180,Bezirk Pfäffikon,108,ZH,1,de
164,8484,Theilingen,Weisslingen,180,Bezirk Pfäffikon,108,ZH,1,de
165,8492,Wila,Wila,181,Bezirk Pfäffikon,108,ZH,1,de
166,8489,Wildberg,Wildberg,182,Bezirk Pfäffikon,108,ZH,1,de
167,8489,Schalchen,Wildberg,182,Bezirk Pfäffikon,108,ZH,1,de
168,8489,Ehrikon,Wildberg,182,Bezirk Pfäffikon,108,ZH,1,de
169,8044,Gockhausen,Dübendorf,191,Bezirk Uster,109,ZH,1,de
170,8600,Dübendorf,Dübendorf,191,Bezirk Uster,109,ZH,1,de
171,8132,Egg b. Zürich,Egg,192,Bezirk Uster,109,ZH,1,de
172,8132,Hinteregg,Egg,192,Bezirk Uster,109,ZH,1,de
173,8133,Esslingen,Egg,192,Bezirk Uster,109,ZH,1,de
174,8117,Fällanden,Fällanden,193,Bezirk Uster,109,ZH,1,de
175,8118,Pfaffhausen,Fällanden,193,Bezirk Uster,109,ZH,1,de
176,8121,Benglen,Fällanden,193,Bezirk Uster,109,ZH,1,de
177,8606,Greifensee,Greifensee,194,Bezirk Uster,109,ZH,1,de
178,8122,Binz,Maur,195,Bezirk Uster,109,ZH,1,de
179,8123,Ebmatingen,Maur,195,Bezirk Uster,109,ZH,1,de
180,8124,Maur,Maur,195,Bezirk Uster,109,ZH,1,de
181,8617,Mönchaltorf,Mönchaltorf,196,Bezirk Uster,109,ZH,1,de
182,8603,Schwerzenbach,Schwerzenbach,197,Bezirk Uster,109,ZH,1,de
183,8606,Nänikon,Uster,198,Bezirk Uster,109,ZH,1,de
184,8610,Uster,Uster,198,Bezirk Uster,109,ZH,1,de
185,8614,Sulzbach,Uster,198,Bezirk Uster,109,ZH,1,de
186,8615,Wermatswil,Uster,198,Bezirk Uster,109,ZH,1,de
187,8615,Freudwil,Uster,198,Bezirk Uster,109,ZH,1,de
188,8616,Riedikon,Uster,198,Bezirk Uster,109,ZH,1,de
189,8604,Volketswil,Volketswil,199,Bezirk Uster,109,ZH,1,de
190,8605,Gutenswil,Volketswil,199,Bezirk Uster,109,ZH,1,de
191,8306,Brüttisellen,Wangen-Brüttisellen,200,Bezirk Uster,109,ZH,1,de
192,8602,Wangen b. Dübendorf,Wangen-Brüttisellen,200,Bezirk Uster,109,ZH,1,de
193,8479,Altikon,Altikon,211,Bezirk Winterthur,110,ZH,1,de
194,8311,Brütten,Brütten,213,Bezirk Winterthur,110,ZH,1,de
195,8471,Rutschwil (Dägerlen),Dägerlen,214,Bezirk Winterthur,110,ZH,1,de
196,8471,Dägerlen,Dägerlen,214,Bezirk Winterthur,110,ZH,1,de
197,8471,Oberwil (Dägerlen),Dägerlen,214,Bezirk Winterthur,110,ZH,1,de
198,8471,Berg (Dägerlen),Dägerlen,214,Bezirk Winterthur,110,ZH,1,de
199,8471,Bänk (Dägerlen),Dägerlen,214,Bezirk Winterthur,110,ZH,1,de
200,8421,Dättlikon,Dättlikon,215,Bezirk Winterthur,110,ZH,1,de
201,8474,Dinhard,Dinhard,216,Bezirk Winterthur,110,ZH,1,de
202,8548,Ellikon an der Thur,Ellikon an der Thur,218,Bezirk Winterthur,110,ZH,1,de
203,8352,Elsau,Elsau,219,Bezirk Winterthur,110,ZH,1,de
204,8523,Hagenbuch ZH,Hagenbuch,220,Bezirk Winterthur,110,ZH,1,de
205,8442,Hettlingen,Hettlingen,221,Bezirk Winterthur,110,ZH,1,de
206,8412,Aesch (Neftenbach),Neftenbach,223,Bezirk Winterthur,110,ZH,1,de
207,8412,Riet (Neftenbach),Neftenbach,223,Bezirk Winterthur,110,ZH,1,de
208,8412,Hünikon (Neftenbach),Neftenbach,223,Bezirk Winterthur,110,ZH,1,de
209,8413,Neftenbach,Neftenbach,223,Bezirk Winterthur,110,ZH,1,de
210,8422,Pfungen,Pfungen,224,Bezirk Winterthur,110,ZH,1,de
211,8545,Rickenbach ZH,Rickenbach (ZH),225,Bezirk Winterthur,110,ZH,1,de
212,8545,Rickenbach Sulz,Rickenbach (ZH),225,Bezirk Winterthur,110,ZH,1,de
213,8418,Schlatt ZH,Schlatt (ZH),226,Bezirk Winterthur,110,ZH,1,de
214,8472,Seuzach,Seuzach,227,Bezirk Winterthur,110,ZH,1,de
215,8488,Turbenthal,Turbenthal,228,Bezirk Winterthur,110,ZH,1,de
216,8495,Schmidrüti,Turbenthal,228,Bezirk Winterthur,110,ZH,1,de
217,8352,Ricketwil (Winterthur),Winterthur,230,Bezirk Winterthur,110,ZH,1,de
218,8400,Winterthur,Winterthur,230,Bezirk Winterthur,110,ZH,1,de
219,8404,Winterthur,Winterthur,230,Bezirk Winterthur,110,ZH,1,de
220,8404,Reutlingen (Winterthur),Winterthur,230,Bezirk Winterthur,110,ZH,1,de
221,8404,Stadel (Winterthur),Winterthur,230,Bezirk Winterthur,110,ZH,1,de
222,8405,Winterthur,Winterthur,230,Bezirk Winterthur,110,ZH,1,de
223,8406,Winterthur,Winterthur,230,Bezirk Winterthur,110,ZH,1,de
224,8408,Winterthur,Winterthur,230,Bezirk Winterthur,110,ZH,1,de
225,8409,Winterthur,Winterthur,230,Bezirk Winterthur,110,ZH,1,de
226,8482,Sennhof (Winterthur),Winterthur,230,Bezirk Winterthur,110,ZH,1,de
227,8483,Kollbrunn,Zell (ZH),231,Bezirk Winterthur,110,ZH,1,de
228,8486,Rikon im Tösstal,Zell (ZH),231,Bezirk Winterthur,110,ZH,1,de
229,8487,Zell ZH,Zell (ZH),231,Bezirk Winterthur,110,ZH,1,de
230,8487,Rämismühle,Zell (ZH),231,Bezirk Winterthur,110,ZH,1,de
231,8904,Aesch ZH,Aesch (ZH),241,Bezirk Dietikon,111,ZH,1,de
232,8903,Birmensdorf ZH,Birmensdorf (ZH),242,Bezirk Dietikon,111,ZH,1,de
233,8953,Dietikon,Dietikon,243,Bezirk Dietikon,111,ZH,1,de
234,8951,Fahrweid,Geroldswil,244,Bezirk Dietikon,111,ZH,1,de
235,8954,Geroldswil,Geroldswil,244,Bezirk Dietikon,111,ZH,1,de
236,8102,Oberengstringen,Oberengstringen,245,Bezirk Dietikon,111,ZH,1,de
237,8955,Oetwil an der Limmat,Oetwil an der Limmat,246,Bezirk Dietikon,111,ZH,1,de
238,8952,Schlieren,Schlieren,247,Bezirk Dietikon,111,ZH,1,de
239,8142,Uitikon Waldegg,Uitikon,248,Bezirk Dietikon,111,ZH,1,de
240,8103,Unterengstringen,Unterengstringen,249,Bezirk Dietikon,111,ZH,1,de
241,8902,Urdorf,Urdorf,250,Bezirk Dietikon,111,ZH,1,de
242,8104,Weiningen ZH,Weiningen (ZH),251,Bezirk Dietikon,111,ZH,1,de
243,8001,Zürich,Zürich,261,Bezirk Zürich,112,ZH,1,de
244,8002,Zürich,Zürich,261,Bezirk Zürich,112,ZH,1,de
245,8003,Zürich,Zürich,261,Bezirk Zürich,112,ZH,1,de
246,8004,Zürich,Zürich,261,Bezirk Zürich,112,ZH,1,de
247,8005,Zürich,Zürich,261,Bezirk Zürich,112,ZH,1,de
248,8006,Zürich,Zürich,261,Bezirk Zürich,112,ZH,1,de
249,8008,Zürich,Zürich,261,Bezirk Zürich,112,ZH,1,de
250,8032,Zürich,Zürich,261,Bezirk Zürich,112,ZH,1,de
251,8037,Zürich,Zürich,261,Bezirk Zürich,112,ZH,1,de
252,8038,Zürich,Zürich,261,Bezirk Zürich,112,ZH,1,de
253,8041,Zürich,Zürich,261,Bezirk Zürich,112,ZH,1,de
254,8044,Zürich,Zürich,261,Bezirk Zürich,112,ZH,1,de
255,8045,Zürich,Zürich,261,Bezirk Zürich,112,ZH,1,de
256,8046,Zürich,Zürich,261,Bezirk Zürich,112,ZH,1,de
257,8047,Zürich,Zürich,261,Bezirk Zürich,112,ZH,1,de
258,8048,Zürich,Zürich,261,Bezirk Zürich,112,ZH,1,de
259,8049,Zürich,Zürich,261,Bezirk Zürich,112,ZH,1,de
260,8050,Zürich,Zürich,261,Bezirk Zürich,112,ZH,1,de
261,8051,Zürich,Zürich,261,Bezirk Zürich,112,ZH,1,de
262,8052,Zürich,Zürich,261,Bezirk Zürich,112,ZH,1,de
263,8053,Zürich,Zürich,261,Bezirk Zürich,112,ZH,1,de
264,8055,Zürich,Zürich,261,Bezirk Zürich,112,ZH,1,de
265,8057,Zürich,Zürich,261,Bezirk Zürich,112,ZH,1,de
266,8064,Zürich,Zürich,261,Bezirk Zürich,112,ZH,1,de
267,8468,Waltalingen,Stammheim,292,Bezirk Andelfingen,102,ZH,1,de
268,8468,Guntalingen,Stammheim,292,Bezirk Andelfingen,102,ZH,1,de
269,8476,Unterstammheim,Stammheim,292,Bezirk Andelfingen,102,ZH,1,de
270,8477,Oberstammheim,Stammheim,292,Bezirk Andelfingen,102,ZH,1,de
271,8525,Wilen b. Neunforn,Stammheim,292,Bezirk Andelfingen,102,ZH,1,de
272,8804,Au ZH,Wädenswil,293,Bezirk Horgen,106,ZH,1,de
273,8820,Wädenswil,Wädenswil,293,Bezirk Horgen,106,ZH,1,de
274,8824,Schönenberg ZH,Wädenswil,293,Bezirk Horgen,106,ZH,1,de
275,8825,Hütten,Wädenswil,293,Bezirk Horgen,106,ZH,1,de
276,8353,Elgg,Elgg,294,Bezirk Winterthur,110,ZH,1,de
277,8354,Hofstetten ZH,Elgg,294,Bezirk Winterthur,110,ZH,1,de
278,8354,Dickbuch,Elgg,294,Bezirk Winterthur,110,ZH,1,de
279,8135,Sihlbrugg Station,Horgen,295,Bezirk Horgen,106,ZH,1,de
280,8135,Sihlwald,Horgen,295,Bezirk Horgen,106,ZH,1,de
281,8810,Horgen,Horgen,295,Bezirk Horgen,106,ZH,1,de
282,8815,Horgenberg,Horgen,295,Bezirk Horgen,106,ZH,1,de
283,8816,Hirzel,Horgen,295,Bezirk Horgen,106,ZH,1,de
284,8307,Effretikon,Illnau-Effretikon,296,Bezirk Pfäffikon,108,ZH,1,de
285,8307,Ottikon b. Kemptthal,Illnau-Effretikon,296,Bezirk Pfäffikon,108,ZH,1,de
286,8308,Illnau,Illnau-Effretikon,296,Bezirk Pfäffikon,108,ZH,1,de
287,8308,Agasul,Illnau-Effretikon,296,Bezirk Pfäffikon,108,ZH,1,de
288,8314,Kyburg,Illnau-Effretikon,296,Bezirk Pfäffikon,108,ZH,1,de
289,8493,Saland,Bauma,297,Bezirk Pfäffikon,108,ZH,1,de
290,8494,Bauma,Bauma,297,Bezirk Pfäffikon,108,ZH,1,de
291,8499,Sternenberg,Bauma,297,Bezirk Pfäffikon,108,ZH,1,de
292,8542,Wiesendangen,Wiesendangen,298,Bezirk Winterthur,110,ZH,1,de
293,8543,Bertschikon,Wiesendangen,298,Bezirk Winterthur,110,ZH,1,de
294,8543,Gundetswil,Wiesendangen,298,Bezirk Winterthur,110,ZH,1,de
295,8543,Kefikon ZH,Wiesendangen,298,Bezirk Winterthur,110,ZH,1,de
296,8544,Attikon,Wiesendangen,298,Bezirk Winterthur,110,ZH,1,de
297,8546,Menzengrüt,Wiesendangen,298,Bezirk Winterthur,110,ZH,1,de
298,3270,Aarberg,Aarberg,301,Verwaltungskreis Seeland,243,BE,2,de
299,3282,Bargen BE,Bargen (BE),302,Verwaltungskreis Seeland,243,BE,2,de
300,3257,Grossaffoltern,Grossaffoltern,303,Verwaltungskreis Seeland,243,BE,2,de
301,3257,Ammerzwil BE,Grossaffoltern,303,Verwaltungskreis Seeland,243,BE,2,de
302,3262,Suberg,Grossaffoltern,303,Verwaltungskreis Seeland,243,BE,2,de
303,3207,Golaten,Kallnach,304,Verwaltungskreis Seeland,243,BE,2,de
304,3283,Kallnach,Kallnach,304,Verwaltungskreis Seeland,243,BE,2,de
305,3283,Niederried b. Kallnach,Kallnach,304,Verwaltungskreis Seeland,243,BE,2,de
306,3273,Kappelen,Kappelen,305,Verwaltungskreis Seeland,243,BE,2,de
307,3250,Lyss,Lyss,306,Verwaltungskreis Seeland,243,BE,2,de
308,3292,Busswil BE,Lyss,306,Verwaltungskreis Seeland,243,BE,2,de
309,3042,Ortschwaben,Meikirch,307,Verwaltungskreis Bern-Mittelland,246,BE,2,de
310,3045,Meikirch,Meikirch,307,Verwaltungskreis Bern-Mittelland,246,BE,2,de
311,3046,Wahlendorf,Meikirch,307,Verwaltungskreis Bern-Mittelland,246,BE,2,de
312,3036,Detligen,Radelfingen,309,Verwaltungskreis Seeland,243,BE,2,de
313,3271,Radelfingen b. Aarberg,Radelfingen,309,Verwaltungskreis Seeland,243,BE,2,de
314,3053,Lätti,Rapperswil (BE),310,Verwaltungskreis Seeland,243,BE,2,de
315,3251,Ruppoldsried,Rapperswil (BE),310,Verwaltungskreis Seeland,243,BE,2,de
316,3255,Rapperswil BE,Rapperswil (BE),310,Verwaltungskreis Seeland,243,BE,2,de
317,3256,Dieterswil,Rapperswil (BE),310,Verwaltungskreis Seeland,243,BE,2,de
318,3256,Bangerten b. Dieterswil,Rapperswil (BE),310,Verwaltungskreis Seeland,243,BE,2,de
319,3256,Seewil,Rapperswil (BE),310,Verwaltungskreis Seeland,243,BE,2,de
320,3054,Schüpfen,Schüpfen,311,Verwaltungskreis Seeland,243,BE,2,de
321,3035,Frieswil,Seedorf (BE),312,Verwaltungskreis Seeland,243,BE,2,de
322,3266,Wiler b. Seedorf,Seedorf (BE),312,Verwaltungskreis Seeland,243,BE,2,de
323,3267,Seedorf BE,Seedorf (BE),312,Verwaltungskreis Seeland,243,BE,2,de
324,3268,Lobsigen,Seedorf (BE),312,Verwaltungskreis Seeland,243,BE,2,de
325,4912,Aarwangen,Aarwangen,321,Verwaltungskreis Oberaargau,244,BE,2,de
326,4944,Auswil,Auswil,322,Verwaltungskreis Oberaargau,244,BE,2,de
327,4913,Bannwil,Bannwil,323,Verwaltungskreis Oberaargau,244,BE,2,de
